SNID,type,npoints_g,residuo_g,coeff1_g,maxflux_g,npoints_r,residuo_r,coeff1_r,maxflux_r
ZTFbutttrea,51,1,0.0,7.456466231559759,231.98952089032105,1,0.0,7.456466231559759,196.87675888967038
ZTFbvfmvbbt,51,3,0.0894185406658497,5.6744126548715155,1720.8455004132509,4,0.36418909832659,3.8926732439787783,2373.0365786736497
ZTFbvggdkph,51,1,0.0,7.456466231559759,166.30478202805827,3,0.1746833775756756,4.976827164479435,933.9913750200376
ZTFbvqvxsss,51,2,0.000799951366302772,7.3073128110436905,520.0199833543287,4,0.4124323895660367,4.877582395940032,821.7457693432509
ZTFbwjwcatw,51,1,0.0,7.456466231559759,1174.7476213791988,1,0.0,7.456466231559759,297.88528863304145
ZTFbwzbxuml,51,2,0.3995378017802851,4.16753522122036,4881.376157689747,3,0.40792696183828814,3.869362450573097,4393.693898254683
ZTFbxazjnem,51,1,0.0,7.456466231559759,221.88755061597,1,0.0,7.456466231559759,410.96945843082676
ZTFbxrdyadi,51,3,0.5150769346854972,3.3092625722146813,48317.52774283832,3,0.3183155869017006,4.167586851592315,27297.41177227516
ZTFbydgzoyr,51,1,0.0,7.456466231559759,565.9013470752848,2,0.22675285446284385,4.97008593959752,517.1250895926948
ZTFcaoxqwif,51,1,0.0,7.456466231559759,483.23089532961546,2,0.0003167210836988354,7.5473378498872545,375.18726446363695
ZTFccdviuiy,51,1,0.0,7.456466231559759,321.96699049732354,2,0.09787581615322145,5.812143700881491,743.6116920902455
ZTFcdjvilyz,51,4,0.6378021444209729,2.584622299805308,33589.3120046918,3,0.0038926799547256384,7.217616219088848,35288.383592202306
ZTFcdlpddkv,51,2,0.4240253608558174,4.187227252677004,6177.681959310443,3,0.31033897021528967,4.159147274926881,5930.349471179855
ZTFcdzmvupk,51,2,0.15935809935316708,5.4228653649800025,432.9059663305196,4,0.3311851809245992,5.68734585312054,962.6648664492382
ZTFceaovxrs,51,2,0.003473243818193184,7.145871093964828,411.4298074841211,2,0.00014216948831817538,7.395725244118072,353.35361587642444
ZTFcegiuqjr,51,1,0.0,7.456466231559759,183.8705444065507,3,0.4622168507249831,3.4987343257100565,6516.073930658415
ZTFcepigmwq,51,1,0.0,7.456466231559759,213.14834792365713,3,0.05533625739533865,6.5337850905802926,1990.5466135940135
ZTFcevhckao,51,2,0.13406052907608676,5.5446698388042455,695.315769586474,4,0.3413276706678787,4.511248381339916,885.2101669839792
ZTFcfljiytr,51,2,0.07757369691589559,5.9909155817651465,653.9922695329503,3,0.38905877967560004,5.349345715833349,2233.7862217155953
ZTFcfszzrdu,51,1,0.0,7.456466231559759,213.30647725062556,1,0.0,7.456466231559759,536.197446167806
ZTFcgmfinpf,51,1,0.0,7.456466231559759,574.76667075162,1,0.0,7.456466231559759,751.0247519342155
ZTFcgwkrvfb,51,1,0.0,7.456466231559759,250.68030645236945,2,0.3346098020470052,4.459157937964131,2162.9278977950657
ZTFcgzxafgd,51,3,0.3478568959962928,4.657115160195516,2168.7059637396806,4,0.40337553704190626,3.656973734310252,2159.1341072951864
ZTFchgmqiox,51,1,0.0,7.456466231559759,312.2378378483101,2,0.07855551740233602,5.983347825013487,721.8057836697865
ZTFcigizcpc,51,1,0.0,7.456466231559759,881.3925527262968,2,0.2243368635483041,4.976362660855439,4609.049609400157
ZTFcitpcgle,51,3,0.5491653225555031,3.1191296858952873,44448.26008305882,4,0.4254743095412641,3.393227695898493,21806.25966029171
ZTFcivxxmld,51,2,0.22769886953913882,4.945597403300149,4192.513861840697,2,0.3034224970609305,4.650370154164977,1218.4688424241137
ZTFcjaficvd,51,1,0.0,7.456466231559759,452.84340741955543,2,0.10179647265491369,5.78215476403088,514.6640366635138
ZTFcjndgnjy,51,3,0.22762435688977545,4.563807831193981,937.8432504714382,2,0.0017392244703577917,7.236677797191211,229.71401893306137
ZTFcjpzsswl,51,1,0.0,7.456466231559759,165.6803345790132,1,0.0,7.456466231559759,337.70410413051985
ZTFckcommil,51,2,0.1579062228696973,5.367896729681906,452.22827959023823,3,0.31234979018632975,5.480572869217486,1868.0528258501242
ZTFcksyvocd,51,2,7.442746572108623e-09,7.456920856683046,277.5290177696832,1,0.0,7.456466231559759,545.53387465174
ZTFckwhkpeb,51,3,0.4853308922573598,3.331887097860066,4374.850893369651,4,0.2499888379712998,4.401614987029637,2040.9726925295824
ZTFclqpuaou,51,1,0.0,7.456466231559759,307.6906826960357,1,0.0,7.456466231559759,279.2624595821698
ZTFcnkoqttq,51,2,0.285512136321147,4.648049212966799,13099.893110593292,3,0.3497170437811139,5.709955973428696,8730.567358496293
ZTFcoluuqoe,51,1,0.0,7.456466231559759,190.2528295816842,1,0.0,7.456466231559759,165.43980995714085
ZTFcopjdoes,51,1,0.0,7.456466231559759,873.6239639828976,2,0.2752188017590714,4.7172253592614295,1740.3772207191685
ZTFcoyqaywp,51,2,0.21843136539583186,5.0000225613807086,2705.2099504959915,4,0.3783274669014345,4.780624776072036,2720.9184831302277
ZTFcpptykrz,51,1,0.0,7.456466231559759,499.28822582995946,3,0.24496653318624226,4.855018577039225,1390.9720601183233
ZTFcqagwepe,51,2,0.28251860109060695,4.659629521084996,1482.6104577933695,2,0.24645477771844043,4.873347036722293,826.1368072104154
ZTFcqgaijmu,51,3,0.57706308200828,2.948453418561974,4801.426348322473,4,0.2292525471205537,4.78927605540377,5365.633141372036
ZTFcqvelbmd,51,3,0.3922768855704875,3.863795136289882,1665.1767542168602,3,0.4106289421246866,3.7354361994589143,3596.011954453239
ZTFcsasmnpv,51,3,0.39862004456796934,3.773795615700464,6467.468797977644,3,0.32708370357794553,5.575174862213321,8034.796949539106
ZTFcsjajrgt,51,1,0.0,7.456466231559759,401.5996604978883,4,0.44094262050011784,3.3871656818325,3340.6176153642637
ZTFcsstpbmw,51,1,0.0,7.456466231559759,302.8187703313022,2,0.1478539089770371,5.4640572475485065,590.2381614825115
ZTFctaxtxyy,51,2,0.20010385655941634,5.105334089522235,787.1215121646205,3,0.28686361606730665,4.5059029285111585,1030.6462162675698
ZTFcunenoom,51,1,0.0,7.456466231559759,175.30186809467043,3,0.06660993692597962,5.893590215700535,579.7092905202608
ZTFcvbgjxzg,51,1,0.0,7.456466231559759,1728.765558563313,2,0.381454194365887,4.3101682987989625,2743.1718350287506
ZTFcvejxxlf,51,2,0.2832059199992124,5.042931083917025,1838.1596712708003,2,0.00026601787895172077,7.370741778578809,4306.588346363907
ZTFcvidhicr,51,3,0.552595744158026,3.071238461956322,16774.014343647497,3,0.295354569292699,4.251865689045497,5838.621212210511
ZTFcwnwgzhe,51,2,0.3306412605069631,4.434233997522966,1048.7975445873817,1,0.0,7.456466231559759,1201.9969385365525
ZTFcwtixbth,51,4,0.5792310708400089,2.627852482182838,3008.993671175097,3,0.14126670406674402,5.186428343929688,1496.9575189121676
ZTFcxfqewuc,51,1,0.0,7.456466231559759,209.95339821404684,1,0.0,7.456466231559759,985.852189722572
ZTFcxljiohi,51,1,0.0,7.456466231559759,1705.0865178502395,3,0.2536329803003691,4.48579593593613,646.1961608453101
ZTFcyoagbjg,51,2,0.09657138935769125,5.821277718438128,1532.5992093087325,3,0.12416919053825015,5.466211652672666,2395.6172652984346
ZTFczbtytlq,51,2,0.032933162445266624,6.500145580137476,269.9296805969899,3,0.11025788817278892,5.89841852710183,312.0575449528195
ZTFczknqbut,51,2,0.21426564272034265,5.023558837556306,1609.6004638314425,3,0.44050008525586554,3.611451080399966,2479.9105157242307
ZTFczmcoyht,51,1,0.0,7.456466231559759,176.7923217964455,1,0.0,7.456466231559759,209.3407111227035
ZTFdabgjfsh,51,4,0.6048670298150777,2.695294048742495,6550.953893811693,4,0.41390672972893616,4.737931189916488,11335.703027558866
ZTFdanpnhjx,51,1,0.0,7.456466231559759,1773.9240465100784,3,0.3117693938818584,4.109991163998307,1785.5168017202664
ZTFdazfagmd,51,1,0.0,7.456466231559759,186.31625875827186,1,0.0,7.456466231559759,169.71102279826076
ZTFdbtjsbsf,51,2,0.33062433819457454,4.445631579127176,4905.319828709819,4,0.18056932992491317,5.568955324134309,818.4458409560237
ZTFdbtyuixk,51,1,0.0,7.456466231559759,163.39473106494282,2,0.14465909018803794,5.457423056773923,762.0603330049117
ZTFdcimxttd,51,3,0.20500028175523138,5.546153566396237,587.2661704736685,2,0.0602322597531727,6.166542930614846,567.1083055196473
ZTFdcqojptd,51,1,0.0,7.456466231559759,672.0140555561965,1,0.0,7.456466231559759,232.42867000820408
ZTFddtgokdl,51,1,0.0,7.456466231559759,246.3154741805619,1,0.0,7.456466231559759,287.2447565463328
ZTFdehogmcu,51,3,0.36336030480709686,3.977968614725113,1284.9850697614388,3,0.4815887065777257,3.4535216112881515,3421.186773988315
ZTFdeiflhgc,51,1,0.0,7.456466231559759,464.6754219405042,3,0.31819393314399813,5.287741553631166,1023.3370206794882
ZTFdgkqickf,51,3,0.30836356027559103,4.455823219756619,992.6378737008106,2,0.1882069437473482,5.1798611118473215,1537.3744669259502
ZTFdhbhzojx,51,1,0.0,7.456466231559759,227.8437295771403,4,0.34881881375008356,3.76263353374478,1240.0117696672232
ZTFdhnygctd,51,2,0.303666121817914,4.579138411297775,930.6434332737317,4,0.3548340083845515,3.869897874557983,4805.862193451049
ZTFdirolejl,51,1,0.0,7.456466231559759,206.79093611128374,1,0.0,7.456466231559759,283.6610901216922
ZTFdiwtbpwm,51,3,0.36700098594735875,3.8062901064876957,819.9881234427799,4,0.47368935794737527,4.1669950716960535,4105.440408634998
ZTFdjcmuduj,51,2,0.3681573809768774,4.26738144886898,1742.3782626934435,1,0.0,7.456466231559759,783.24658936489
ZTFdkqteatf,51,1,0.0,7.456466231559759,738.9167573256713,2,0.32755013371395797,4.738009671292977,2321.4848719683946
ZTFdmpdmwym,51,2,0.3224493093779035,4.4719081507289165,1491.0492754047207,3,0.14387983170125435,5.173022070062956,2139.5462954251693
ZTFdmtozomv,51,2,0.00019398925362748941,7.3839951635123535,218.48815011152467,2,0.20635708274215644,5.0834885563497165,541.2372978202793
ZTFdnaxjmsg,51,1,0.0,7.456466231559759,572.9098051803932,2,0.1909864691299119,5.168124948280182,709.4709435944183
ZTFdndscxxk,51,1,0.0,7.456466231559759,453.1673245799179,3,0.1979665994241078,5.441459648659986,442.3900489852986
ZTFdnmajkeh,51,3,0.34139232837630595,4.3802652735163425,3104.427177868999,3,0.2533023457752119,5.160061951645959,14294.161684185376
ZTFdpacktca,51,3,0.24433431676127276,5.353243885762207,5335.142072057796,4,0.10312052656768958,6.122430469812436,11932.800071016243
ZTFdpsqhnwp,51,2,0.06456092769169204,6.120996065603375,370.01316752631243,1,0.0,7.456466231559759,174.36109763587535
ZTFdqzmrndb,51,1,0.0,7.456466231559759,1096.391364572968,3,0.17932935046077073,5.055859473758466,1052.327419722794
ZTFdriiinbg,51,1,0.0,7.456466231559759,266.6976338941154,2,0.27305826719342224,4.832982248517022,1060.2512934202489
ZTFdrtyajoj,51,1,0.0,7.456466231559759,173.0882271632296,1,0.0,7.456466231559759,172.02932466089635
ZTFdrxfttgt,51,4,0.40710718361969084,5.029912071108709,1120.7479791613596,4,0.17215247470849204,5.62350636459555,1295.1582822189346
ZTFdvmveefm,51,1,0.0,7.456466231559759,278.13252204761744,3,0.15542076018610623,5.12569808507682,483.241082431001
ZTFdwkbphmc,51,1,0.0,7.456466231559759,2320.9337918328447,4,0.36207090563263644,3.6353453014484725,2253.0981987884484
ZTFdwtievdf,51,1,0.0,7.456466231559759,242.43784597880557,2,0.14126587131047566,5.481007617751481,582.1285907786039
ZTFdwwhtkse,51,1,0.0,7.456466231559759,11106.597787534305,3,0.4670173765489084,3.5875604470677693,17656.09783940235
ZTFdxixkmgp,51,2,0.21415471119432009,5.0214189168281065,681.7534742097638,2,0.012449211656252086,6.868438318377816,428.54021341907105
ZTFdyuslcqr,51,1,0.0,7.456466231559759,270.50507984355994,1,0.0,7.456466231559759,494.76853199159876
ZTFdyuygyse,51,2,0.0023235610474264872,7.202448601517947,355.10721213666955,3,0.21990372730650684,4.702435643552506,491.9851457056225
ZTFdzdbmexh,51,2,0.16083549147525447,5.343085412853609,480.1300249575127,2,0.17560178210377395,5.307913935087708,700.323311269422
ZTFdzdjsmlo,51,2,0.10034289000087782,5.789653187832866,663.0516715089703,3,0.2709418404592019,4.422097717438746,734.1713809957805
ZTFdzgbpsnj,51,1,0.0,7.456466231559759,435.36907470624413,3,0.43611812595845245,3.5528942321221524,4720.041288177426
ZTFealkrjuu,51,1,0.0,7.456466231559759,166.52606275675018,3,0.323901015993446,5.742070648143051,1827.4215204543184
ZTFebaaubtd,51,1,0.0,7.456466231559759,186.36021013111292,3,0.38506858410616407,3.8465658575999626,1380.499318533884
ZTFebagtsyh,51,1,0.0,7.456466231559759,363.8727479231006,1,0.0,7.456466231559759,282.56416754780355
ZTFeboetclo,51,2,0.21473877419352624,5.020874202021035,940.5275815347732,4,0.40209501363102895,3.507046927332256,1370.2961079183658
ZTFecktcpwk,51,1,0.0,7.456466231559759,3731.709359425881,2,0.27482425336035626,4.728723833334076,3845.35616337885
ZTFeczgpivd,51,3,0.1609924858915234,5.046659183411872,759.875880857366,4,0.1796461069478063,5.732619395280725,1063.637387328518
ZTFedfjmjvi,51,2,0.0020230945258411922,7.22006082923367,449.74439666132713,2,0.05097546820934712,6.269796346666566,258.2517505385903
ZTFedicatib,51,2,0.22279682464187645,5.03635142951531,633.6683375263743,3,0.2538058412440206,4.438591371595328,1143.3102238291644
ZTFeepclnqc,51,2,0.09994307314421445,5.791474256691051,830.9132939075577,4,0.36920504627572726,4.284252733449864,2663.458330687354
ZTFefpolirr,51,1,0.0,7.456466231559759,170.21743643150026,1,0.0,7.456466231559759,305.4087027705413
ZTFefwotqir,51,2,0.23503996702896146,4.908344521403964,1697.501882243854,2,0.29765158599898167,4.677183378022704,925.0938584833137
ZTFegfhksng,51,1,0.0,7.456466231559759,172.11684403474297,2,0.2921353886861039,4.634295664755655,1066.7951049720486
ZTFekjqyxss,51,2,0.3341846366306323,4.438013262206588,2170.8241257994478,3,0.24232392576710848,4.524760495277132,1128.5387009906985
ZTFeksuyovt,51,1,0.0,7.456466231559759,1632.6466454283618,3,0.22078932086130654,4.774386107884969,1410.1866235855664
ZTFekuiflal,51,1,0.0,7.456466231559759,979.6171219707471,1,0.0,7.456466231559759,511.5557211222583
ZTFemhizsov,51,1,0.0,7.456466231559759,160.31605317592312,1,0.0,7.456466231559759,274.0053087472128
ZTFenrbarxz,51,1,0.0,7.456466231559759,427.2684448353679,2,0.3032414718769521,4.591166073512353,1903.7175476705543
ZTFeohktepn,51,2,0.22313965927827054,4.97368935380205,2675.9871240472353,3,0.26506058672131105,5.4745252245822655,2024.6178831874001
ZTFeqkchxwv,51,3,0.34561182826212833,4.087728437902763,2030.5836053266246,3,0.47982520902604425,3.452257564615993,8863.859900898804
ZTFeqmwhusz,51,2,0.04049665373190283,6.396613888678746,1146.515874311662,3,0.2359173926468205,5.578159507833755,688.3249689217553
ZTFeqrtzdna,51,4,0.679785492799436,4.4982944019780495,18084.3441784059,3,0.2862938714436912,5.430247867014318,28649.032266003283
ZTFerkkqutj,51,1,0.0,7.456466231559759,4071.6890265546626,3,0.3493588458395785,3.969566786643725,8504.463170914189
ZTFerncpvee,51,3,0.431106138585688,3.5991028240633915,3768.3647592761827,4,0.3848929687101986,3.7694729391240687,3464.748359751574
ZTFetqcuavc,51,1,0.0,7.456466231559759,343.19355088335385,2,0.08570607035346603,5.917762167544539,395.4307103687694
ZTFeucxygka,51,3,0.008780832501894414,6.911248635707225,619.6745896782415,3,0.07800056618225845,5.801396839903534,1490.8529484974117
ZTFeuhdbfie,51,2,0.45674975934176193,3.9399308666560655,5302.454259561082,3,0.4605877242998059,3.465080501399845,5715.923889716374
ZTFeuhgewqx,51,2,0.20710487181054968,5.068297297908208,1203.4396656347358,4,0.3337230015059797,5.630924433266338,5334.356644751741
ZTFeuxklwlh,51,2,0.055515194745561255,6.215552104705824,430.69746017601324,3,0.10505962819289744,6.3630648688885705,399.12650995151574
ZTFevqzmtgm,51,2,0.08798923933656308,5.893312838065179,1094.0655467344875,4,0.35570785824142326,4.69867371672394,1422.0258225244706
ZTFeygrxgmt,51,1,0.0,7.456466231559759,1104.7127644506636,3,0.22490118677131568,5.723139129018901,2669.038318938106
ZTFeypimgqu,51,1,0.0,7.456466231559759,509.80837607364236,1,0.0,7.456466231559759,387.91887093637627
ZTFfaprdfsx,51,1,0.0,7.456466231559759,172.05612342887025,1,0.0,7.456466231559759,163.69763253831022
ZTFfawmlipx,51,1,0.0,7.456466231559759,1579.560339693081,3,0.3606987006778809,4.3117251089011885,1885.8321783737208
ZTFfbncnafa,51,3,0.1923801161379564,5.480867446194352,669.3696873154369,3,0.11853931776656956,5.610430287279204,2913.8322740246786
ZTFfcgdpbzl,51,2,0.41498021545781116,4.174815601038198,12179.702323991254,4,0.31712377980578826,4.309242646158999,5272.54815676824
ZTFfcglfeti,51,1,0.0,7.456466231559759,175.45016725861186,2,0.11508162651972802,5.6698190829757085,320.5950670617158
ZTFfcjjgomn,51,2,0.027151992689651454,6.588050122823854,795.4485529467588,4,0.40977991063372077,4.102612749508265,2135.722998258748
ZTFfcmsnxne,51,2,0.11300949043083065,5.687575337892931,724.8979626159428,3,0.2187815133184683,4.940412705321739,9657.944667485888
ZTFfdfvvrrq,51,2,0.058210939069688876,6.186927688419784,393.6858677725206,3,0.2336289227086003,4.774640496451303,582.6675989847793
ZTFfenencug,51,4,0.4928034465722254,3.082260057073478,3367.420919996136,4,0.2626142962033621,4.957576899923751,4783.791660340228
ZTFfetwhsrk,51,1,0.0,7.456466231559759,248.64269589729582,2,0.01889105138576554,6.733244191824545,273.3928375886415
ZTFffadcjlk,51,1,0.0,7.456466231559759,24731.777308558936,3,0.2667015805523498,4.539761048623353,8521.801103928305
ZTFffmihyqs,51,3,0.42242642961211757,3.5400217439381767,1013.2579927671958,3,0.23394998455733046,4.583608506795855,855.5305597442957
ZTFffzeeytb,51,1,0.0,7.456466231559759,1309.778854261127,3,0.2522982371043605,4.585153963302181,736.4951522973456
ZTFfgxylpzd,51,2,0.13976937082371074,5.487483986573063,2960.600533590463,4,0.37853415035799426,4.007371208483448,6046.424492402367
ZTFfijejuug,51,2,0.09617646459239322,5.866397586293573,479.1297194512351,2,0.0193693349180269,6.724979144956759,756.6320047365258
