SNID,type,npoints_g,residuo_g,coeff1_g,maxflux_g,npoints_r,residuo_r,coeff1_r,maxflux_r
ZTFfjnqmomi,51,2,0.3097536690820936,4.550440851042378,2253.380273742174,3,0.3279668414352481,4.091400765439549,4911.858923935238
ZTFfkbcznsv,51,1,0.0,7.456466231559759,381.5815591114035,3,0.3883663210851853,5.277086133063077,2814.5640480880743
ZTFfltjxykf,51,2,0.0005550931158564443,7.332298159633672,217.69904910140698,1,0.0,7.456466231559759,185.84939981317325
ZTFfmdefhxt,51,1,0.0,7.456466231559759,517.4396626873338,1,0.0,7.456466231559759,547.5950219941778
ZTFfmnvuqno,51,1,0.0,7.456466231559759,740.4318325675256,1,0.0,7.456466231559759,192.30575538479292
ZTFfogiynne,51,2,0.36666034519945456,4.305760831852978,1714.9133633175418,2,0.01588919859023264,6.793189771361835,299.79965630419656
ZTFfoomexma,51,2,0.0034786379140465348,7.14563000378344,899.1116814091927,4,0.26219833658008607,4.7039360564766834,849.6183428440102
ZTFfordccvl,51,1,0.0,7.456466231559759,202.09192159022302,1,0.0,7.456466231559759,312.20601704603274
ZTFfotobsnc,51,2,0.13667599033067404,5.5164024782963015,403.0745986565487,2,0.19186169083510815,5.189910414524159,912.193443734942
ZTFfpctscqs,51,1,0.0,7.456466231559759,634.6297158960205,2,0.12389418460134971,5.609345222941678,393.6534396934701
ZTFfpfnaert,51,3,0.1369604111806573,5.262074600716539,1242.1241234243707,3,0.4281107506438492,3.6714468099132405,16419.988333165653
ZTFfqmkizyt,51,2,0.4090197883703831,4.2709986454621385,8549.766038626345,4,0.2116227757268645,4.597447770664894,5369.093075077903
ZTFfrosoknk,51,3,0.013308744198166701,6.771565003604462,2066.9314462415223,4,0.3707726089895859,4.839759210863221,2585.44847280705
ZTFfsdgkamz,51,1,0.0,7.456466231559759,357.18785044601094,1,0.0,7.456466231559759,468.93971340803193
ZTFfsibdomr,51,2,0.2511670663908608,4.822375950860749,625.877576703721,1,0.0,7.456466231559759,217.0942774407301
ZTFftgbjydo,51,3,0.00618450842413916,6.997136523138034,1334.8830756587708,3,0.258161938295073,4.402965966907339,2298.7597131414896
ZTFftrnkyey,51,2,0.03818875840685521,6.4272572576079,2083.743561012039,3,0.2525858076590654,4.535832828561564,2595.009270555299
ZTFfvstvmaz,51,3,0.5403802536120905,3.231485764381057,11209.300691106417,4,0.3031663423104394,5.9030949370263945,7297.242831433485
ZTFfwdbsdoh,51,1,0.0,7.456466231559759,224.46220394675137,3,0.17001311410673747,6.097532832106858,697.0680720110767
ZTFfwysppwh,51,1,0.0,7.456466231559759,184.06915084325928,2,0.0156703728561989,6.800310846042228,308.1567169071482
ZTFfygmicwm,51,1,0.0,7.456466231559759,951.8809792141083,2,0.13793760949008982,5.50441749276517,1581.5580668630337
ZTFfyqfwpij,51,2,0.0698809603156079,6.070838824343671,353.98367094502584,3,0.21888822357175133,4.671122182638001,540.6989133410567
ZTFfzmligde,51,1,0.0,7.456466231559759,190.299304858928,1,0.0,7.456466231559759,223.97255787054286
ZTFganapzsk,51,4,0.5663362724784133,2.9438138374656786,7659.866805735562,3,0.19931168582163233,5.465962253616392,29441.005160584406
ZTFgasrsrgg,51,3,0.09246935259433778,6.180509519939678,773.3930041005705,2,0.22947116840733486,4.96393912945489,1159.2664938000169
ZTFgatzhfzf,51,1,0.0,7.456466231559759,516.0260725817002,3,0.34673520845119504,4.434454894524151,1669.0420574478699
ZTFgbbbujnz,51,2,0.18892177706392885,5.171970660923581,428.4512194625355,2,0.07855045038847112,5.983395335564034,574.4760120541855
ZTFgbfpvlti,51,2,0.23145439843301058,4.927855199018925,602.4147915610918,2,0.08031116564753725,5.966977321613753,297.32530505121076
ZTFgbhqyhvh,51,1,0.0,7.456466231559759,170.54265363905043,2,0.005395269466359325,7.07100876985177,290.00451438920527
ZTFgbkrmdmv,51,2,0.22714252826431724,4.94866670768486,1245.9175953496779,3,0.4286828051891528,3.5471611979240047,1137.048567709578
ZTFgbuqgjdb,51,2,0.20495372373632467,5.077012765211768,886.5096666460673,3,0.47233836610928814,3.398260992222845,3399.3533611899493
ZTFgcknmppm,51,2,0.32380561192027774,4.485256157027534,3074.315498889222,3,0.3464364136030275,5.807840380606826,6017.674014692322
ZTFgcmfhlvv,51,3,0.2876696226375802,4.755296264559407,2025.3389703879232,4,0.4331517462400698,3.4975577077593294,3606.6313137958045
ZTFgcnhrdzf,51,2,0.21003357884495186,5.044962412089117,1973.3182004088499,3,0.514586309085174,3.3164916827772783,10480.438615904917
ZTFgcubwjge,51,1,0.0,7.456466231559759,1364.45527384984,4,0.45997094304865205,3.229872882643835,6591.090092482592
ZTFgdastqkh,51,1,0.0,7.456466231559759,694.5791030366887,1,0.0,7.456466231559759,583.7207013493955
ZTFgdxzvyjl,51,1,0.0,7.456466231559759,191.01196096757081,1,0.0,7.456466231559759,505.9884471377288
ZTFgeleqpsf,51,2,0.18452217159226397,5.221350041928992,1053.9589777554688,2,0.1448476868462657,5.450874187322435,1727.6281211166256
ZTFgeovcdnp,51,1,0.0,7.456466231559759,158.61091001075278,1,0.0,7.456466231559759,457.22547460037833
ZTFgflgdoau,51,1,0.0,7.456466231559759,238.3354405474378,1,0.0,7.456466231559759,403.60810328024354
ZTFgfrkqmza,51,2,0.10004816992596487,5.954057560230613,429.21558296099175,4,0.23402362454347866,5.121960951159823,1453.9405157872259
ZTFgfscdduq,51,2,0.43314186076324224,4.127408100311789,8627.688009321755,2,0.025191444589665032,6.622255359457132,666.9965108150717
ZTFggfhmfob,51,1,0.0,7.456466231559759,249.81856409521106,1,0.0,7.456466231559759,490.6032741647872
ZTFggogwmom,51,1,0.0,7.456466231559759,511.5940566417642,3,0.4018665237485635,3.6731791881059896,3699.492913202266
ZTFggsguphg,51,4,0.348825114382201,4.299364764877546,732.9498644475264,4,0.21998552238758418,4.859670907815264,3352.996119432004
ZTFggsyypwz,51,3,0.11248284261063257,5.84838975306368,337.94784995353825,3,0.19478004516165903,4.951180894113305,644.5045131387438
ZTFghfovkiw,51,1,0.0,7.456466231559759,442.18544869907566,3,0.20461173009296912,4.923828099738822,678.9663447304395
ZTFgisxhobd,51,1,0.0,7.456466231559759,2013.431437924327,3,0.35358534764528293,4.50028719022568,3301.294004748578
ZTFgiyanucq,51,3,0.06337207813591034,6.4332020120249425,3070.8544855658647,3,0.322459797507306,4.316543622400156,5750.13475551339
ZTFgjjkulqr,51,1,0.0,7.456466231559759,321.89138115326875,4,0.4946651256157577,4.594244190743888,1651.7547854817378
ZTFgkfvouam,51,3,0.3327584748835313,4.12078870775669,1014.4691779216146,3,0.15313009532340663,6.240454927328661,1538.0401792907726
ZTFgmmipntp,51,1,0.0,7.456466231559759,1115.0173197200363,4,0.24842875703444278,4.5007650281485345,758.979854241847
ZTFgmqwfuga,51,2,0.01731555597818733,6.762968192888553,1133.1484669366357,2,0.03090240166854509,6.532522707332961,234.10856212151867
ZTFgmvcibjc,51,3,0.2586657683758738,4.4140789560573355,989.4656017435603,2,0.35465487032987997,4.51510629175755,25945.6510193145
ZTFgnjascxo,51,1,0.0,7.456466231559759,415.4141638009897,1,0.0,7.456466231559759,636.7200122476812
ZTFgocypsah,51,1,0.0,7.456466231559759,163.66434284955315,1,0.0,7.456466231559759,730.2099966038655
ZTFgojnfcsi,51,1,0.0,7.456466231559759,268.6893163990321,1,0.0,7.456466231559759,183.30915983954304
ZTFgpvaridj,51,1,0.0,7.456466231559759,720.3790843048388,2,0.011138018241939482,6.901772482526362,611.6034288867452
ZTFgpwezjlq,51,1,0.0,7.456466231559759,161.44058318917794,3,0.020383824879079505,6.623789336526834,216.7609740770538
ZTFgqkzpbef,51,1,0.0,7.456466231559759,162.1865978693202,3,0.055578349690502196,6.0493790621971595,494.29747101388875
ZTFgquxvszj,51,1,0.0,7.456466231559759,310.8983744072318,3,0.09048757397067049,5.7037151090610445,614.5285482674471
ZTFgsmfdcrr,51,2,0.19153533265043773,5.1562230106067775,1988.1408036665673,4,0.37342427395196637,4.4349356701570795,1739.9651414237953
ZTFgttctgvu,51,3,0.22831950675686435,4.564042217820234,2563.0441443405207,4,0.3298526737183453,6.191454173463556,13090.625919902634
ZTFguonwitu,51,1,0.0,7.456466231559759,714.1020510299006,3,0.3344644529189289,5.33074256010039,1123.313712491214
ZTFgvcxjrrk,51,3,0.08202616741750161,5.7417826895913695,5789.719093602083,3,0.28779573014877347,5.069240356957698,5140.893246341464
ZTFgvdknxby,51,1,0.0,7.456466231559759,161.0343735110866,1,0.0,7.456466231559759,434.0881542631994
ZTFgwjwxdcm,51,1,0.0,7.456466231559759,345.2721601759303,3,0.10010286327373104,6.0394766897379535,297.5959697077613
ZTFgwnmcaal,51,1,0.0,7.456466231559759,205.38302552763065,1,0.0,7.456466231559759,272.9240608566269
ZTFgwuoutpy,51,3,0.48756120791544344,3.3083336882994954,18343.95695088488,3,0.40133729741276114,3.840331217558364,30405.1473408022
ZTFgxpntkwt,51,2,0.05340900549392686,6.2385027627094525,485.58125023431325,1,0.0,7.456466231559759,365.39360287768534
ZTFgzoguqrg,51,3,0.193795703508695,4.840190737088661,1202.8557384438275,3,0.06907231287987294,5.909599363349331,2415.716656301948
ZTFharrqncj,51,1,0.0,7.456466231559759,237.07028577463217,3,0.17727482920392962,5.013381549327694,2723.864041029136
ZTFhazvdvvo,51,1,0.0,7.456466231559759,193.659088239202,1,0.0,7.456466231559759,259.57402519485373
ZTFhbsqbebh,51,2,0.09641487529258386,5.82112714585029,425.1037749169442,1,0.0,7.456466231559759,184.94792828850714
ZTFhbueahac,51,2,0.004637860548033094,7.097322503681623,347.3485517012073,1,0.0,7.456466231559759,485.1771952046326
ZTFhdqixvqy,51,1,0.0,7.456466231559759,287.0726275187504,1,0.0,7.456466231559759,628.3824680263386
ZTFhghdgpkv,51,2,0.09073149359140262,5.873293360065395,602.1403713618862,3,0.3075284460361681,4.239584358653688,1023.0932695674635
ZTFhgooddwh,51,1,0.0,7.456466231559759,163.976198630188,3,0.35308007444474826,3.9107666188334402,1063.1309419572601
ZTFhgzfuezs,51,1,0.0,7.456466231559759,243.0974916723724,3,0.14323845498526575,5.426886913323129,458.8089040882208
ZTFhibvejqs,51,3,0.011237193367531413,6.862398679810197,315.8099632033772,3,0.16843299465083078,5.876836628975483,533.3734319645972
ZTFhjqdqdgr,51,1,0.0,7.456466231559759,607.8063615328066,1,0.0,7.456466231559759,521.4005481297618
ZTFhkwgokkf,51,2,0.03234480981552522,6.508638703846423,11529.329194360003,3,0.3863036919972279,3.8791284169146754,8552.009858088139
ZTFhljyamux,51,1,0.0,7.456466231559759,662.4047760203144,1,0.0,7.456466231559759,795.6070382870759
ZTFhmhdokqw,51,1,0.0,7.456466231559759,166.88870657209222,3,0.4624833894077187,3.4849954060309023,2074.2598773489935
ZTFhmjdbtxx,51,1,0.0,7.456466231559759,219.36024813943087,1,0.0,7.456466231559759,314.3360755398121
ZTFhmyaewzr,51,1,0.0,7.456466231559759,2018.793427415275,3,0.33991532927915014,4.149446745087306,1739.5102321762201
ZTFhnnqqnml,51,1,0.0,7.456466231559759,1215.9798797040821,1,0.0,7.456466231559759,1336.3790703222583
ZTFhnuwatjg,51,1,0.0,7.456466231559759,873.180319690813,1,0.0,7.456466231559759,1852.3679242668509
ZTFhofwtvlo,51,3,0.28773034874753567,4.214733080557696,1293.9128241636586,2,0.24453533945256856,4.8744320412583955,1652.7170622210172
ZTFhojijzeo,51,1,0.0,7.456466231559759,200.56873182743578,3,0.20822573674927072,5.789343736212855,482.53018252780214
ZTFhpiusfvb,51,4,0.2547921136088903,4.839655810419373,4527.929231416708,2,0.19729817792379417,5.145267114031185,9992.124736203634
ZTFhpxrsybi,51,4,0.28296637587865386,4.845041586288727,1647.9042385205205,3,0.020735491279793843,7.317072319503324,1643.7498505245057
ZTFhqppvofn,51,1,0.0,7.456466231559759,278.6766087483913,1,0.0,7.456466231559759,189.76997520569256
ZTFhquqqpma,51,1,0.0,7.456466231559759,267.4566091798931,4,0.10375406933845892,6.0382371184136465,399.3299103277695
ZTFhryoetwn,51,4,0.35054287741708723,5.918629552697931,4909.670496086858,3,0.3199082769949288,5.441534935866337,5922.6301199505415
ZTFhskmgmfq,51,2,0.13584228494234646,5.522328594863001,423.70268160567514,3,0.2755847508930106,4.782174334048885,892.1825496652111
ZTFhssthwkn,51,1,0.0,7.456466231559759,288.39805221712146,3,0.20805288451856346,4.864413242240846,922.174644576075
ZTFhtxuxpyh,51,2,0.008998378089868675,6.956536304591206,314.05000196194976,3,0.33377300211986505,4.08261401905382,3521.067622999129
ZTFhvhyjgae,51,4,0.39974783953090176,4.256101002177569,1921.1194466360282,3,0.044868945944097655,6.296318366401957,1564.5487308639408
ZTFhvqmtwor,51,3,0.4329991222827411,3.7458764032601803,6950.468441962591,3,0.2825642069085513,4.419782550085536,16216.731341993
ZTFhxwjpuop,51,2,0.08279969474415337,6.035251904387262,568.7084362943499,4,0.39397646904479083,4.120205426703621,1356.8826074466242
ZTFhygkqhxv,51,3,0.5102893101973757,3.2157601349079226,21877.774562646613,4,0.41746329146467154,3.6171230174159135,12104.326738734417
ZTFhyjkqooc,51,2,0.2981399029789603,4.605439914278339,937.0271088942775,4,0.38476717478416367,5.221824672605625,1021.0084231122719
ZTFhylsbxpq,51,2,0.008217967658311865,6.980000661818611,710.6190291408504,4,0.24308148610483069,4.367665202582973,1298.6560217357664
ZTFiaheddsq,51,2,0.09033092089813309,5.87189341903199,325.46227723632626,3,0.21279747161042858,5.523242805076047,510.6945292901283
ZTFibotxron,51,1,0.0,7.456466231559759,656.1872614149997,3,0.2225352133967592,5.19921283014082,537.0326551373807
ZTFibtzjlmq,51,1,0.0,7.456466231559759,171.2166348638363,1,0.0,7.456466231559759,247.0116676064818
ZTFidranwqb,51,1,0.0,7.456466231559759,442.03687057931717,2,0.06027675387822131,6.168083738167418,256.8185086949317
ZTFiedtfwbw,51,1,0.0,7.456466231559759,285.6283002549554,3,0.5597859079143774,2.980504279698118,4120.1498235038825
ZTFiefmpiwu,51,2,0.022520041728464328,6.665584375630952,1381.114264545233,2,0.2629947677866785,4.881780025209383,2606.799152543161
ZTFiegwsasf,51,2,0.10402063352786682,5.759382246790072,331.77341780658156,4,0.3579329240893905,5.382494777415178,1487.2700076439505
ZTFifliaoof,51,1,0.0,7.456466231559759,200.57996614877547,2,0.2640047892912724,5.098006523777028,8973.677631267105
ZTFigqokfsx,51,1,0.0,7.456466231559759,216.13740302323376,3,0.06568233257067277,6.377431113814936,424.1657746881071
ZTFihrlhosi,51,2,0.016041146385061673,6.78897630207543,308.7213789848271,3,0.0584472019971872,6.332537582770167,467.45765518420166
ZTFiiaztvme,51,1,0.0,7.456466231559759,604.2079499932258,2,0.18808798146124064,5.191969510586594,622.5689539328685
ZTFiidcbvvb,51,2,0.04465908214763276,6.342731115144011,1349.7772118091023,1,0.0,7.456466231559759,196.78809869340216
ZTFiilfeusm,51,3,0.34339715190136577,4.091743129187829,1330.2977105813804,4,0.2770752203188961,6.065396483958268,2276.3580744178944
ZTFiimsxaac,51,4,0.3690435438586253,3.74548219257591,1568.3092012797954,3,0.21851820900231345,5.482157116098734,2406.8477006785565
ZTFijqefyvr,51,2,0.031809909407894306,6.51650869814009,2443.1839549282463,3,0.10862522292642075,5.997316671436023,21885.25631264312
ZTFijqsqfce,51,1,0.0,7.456466231559759,624.619346388609,3,0.351619415291196,5.426020396853455,5647.220066774121
ZTFikohxzhs,51,2,0.39009900401510067,4.195257517804534,6649.453005200828,4,0.5916012546117719,4.702447888334198,4789.852452321638
ZTFilkppcwf,51,3,0.4864923079349772,3.3087881018022887,2570.594300941515,3,0.13231427244088162,5.364871685254024,2381.403103790449
ZTFiluehtpg,51,2,0.012124556714259745,6.87578958532778,645.7455266166146,3,0.0212563827870827,6.985248797321853,864.0604705814908
ZTFinrghzcr,51,1,0.0,7.456466231559759,272.2907532642274,3,0.11106481334695621,5.587000306988455,433.0882825700778
ZTFiphuzybt,51,1,0.0,7.456466231559759,1736.1263748291487,2,0.37904710332143116,4.281912194099903,1674.9993253352966
ZTFipnwqjov,51,1,0.0,7.456466231559759,160.95799316745774,1,0.0,7.456466231559759,174.00804578578436
ZTFipnxfqxi,51,1,0.0,7.456466231559759,656.0722075206886,1,0.0,7.456466231559759,662.8823849780815
ZTFirhkkmpj,51,2,0.023761214349153688,6.647548783590523,3533.7736187466185,1,0.0,7.456466231559759,166.9599532277827
ZTFirmzzghi,51,1,0.0,7.456466231559759,645.587880908468,3,0.24953822076786217,5.280053138730984,1186.172539455197
ZTFirsflsxd,51,1,0.0,7.456466231559759,176.22753080532317,1,0.0,7.456466231559759,425.0329262684067
ZTFiskrmxln,51,2,0.19522092145496406,5.142896067664609,3620.687560538473,4,0.3465204811424296,4.019928791411778,2946.252425062982
ZTFismmelyu,51,1,0.0,7.456466231559759,237.1159658722288,1,0.0,7.456466231559759,325.10971636183064
ZTFitcgbquz,51,1,0.0,7.456466231559759,609.167422487591,2,0.24849488218368343,4.86267779286386,3634.0147207815526
ZTFitgmrkgv,51,1,0.0,7.456466231559759,178.79064877542464,1,0.0,7.456466231559759,399.8635229226873
ZTFitjcodeu,51,1,0.0,7.456466231559759,374.4375889906179,2,0.2149230964116392,5.04424369733531,563.2235394623892
ZTFiuanihxm,51,2,0.24429329220693616,4.938589764633111,826.800112420986,3,0.29343176828694245,4.29742451974327,1586.5952003712475
ZTFiucsqtlj,51,4,0.38246995302488984,5.837654567932268,2200.805709680507,3,0.3692451410347787,3.9994689186136445,2738.080384784029
ZTFiukxdzwc,51,1,0.0,7.456466231559759,216.74029123088476,1,0.0,7.456466231559759,241.1419056792162
ZTFivkuzwhg,51,1,0.0,7.456466231559759,252.66679701194423,1,0.0,7.456466231559759,237.50572309002212
ZTFivmjgecf,51,1,0.0,7.456466231559759,1053.4578134489832,2,0.23983594822998,4.9082694369335105,698.140391741519
ZTFiwkcarmp,51,1,0.0,7.456466231559759,734.8456782554499,1,0.0,7.456466231559759,623.6975503922712
ZTFiwszrxiz,51,1,0.0,7.456466231559759,226.99977469693954,3,0.27957260433749487,4.5436203387017065,2516.1464156967686
ZTFiwyevdlo,51,2,0.06484249629253745,6.120179211490371,482.8820461384546,3,0.21545784518655403,5.634164955518343,637.6979414797852
ZTFixxzwyiy,51,2,0.10509367276177087,5.7506514526519865,408.96425050234257,3,0.3090645631409111,4.3832279714092905,1251.5915227815435
ZTFizpydgaf,51,1,0.0,7.456466231559759,3939.299220093939,2,0.06714149048838365,6.099668887527153,429.6959837333218
ZTFizswbkny,51,3,0.18576806900119777,5.640857547986326,405.10667125890893,2,0.010082505870665906,6.927276682690029,215.74541150180028
ZTFizwscppp,51,1,0.0,7.456466231559759,2283.3962854608476,1,0.0,7.456466231559759,1128.1347667954913
ZTFjadmkvfw,51,3,0.03781562812443705,6.431231941113525,270.6551192236771,1,0.0,7.456466231559759,294.534546022657
ZTFjahzxrfk,51,2,0.18905239517790945,5.168578656155982,679.4861266088193,1,0.0,7.456466231559759,850.8352031143602
ZTFjboqserz,51,1,0.0,7.456466231559759,161.82727794600365,2,0.012819609282071282,6.861370680112444,439.03293029608085
ZTFjbpaodzl,51,1,0.0,7.456466231559759,266.21593154450903,2,0.11433016365527404,5.682071253811461,482.6359768686413
ZTFjcaqtatk,51,1,0.0,7.456466231559759,167.13015963697748,1,0.0,7.456466231559759,312.9413348340564
ZTFjcbcasao,51,3,0.09586086768443149,5.780749244290494,975.5303491296485,4,0.2876943375911811,4.2310246833215635,1195.7224178271633
ZTFjcfawmdi,51,4,0.47719588728779083,5.140557129027254,8673.951747434501,3,0.2742104659084119,5.009532450456654,9383.592578680855
ZTFjctsgwby,51,1,0.0,7.456466231559759,917.3423520881784,3,0.056246996882801464,6.52683617258104,1873.3124339495039
ZTFjcxlqalq,51,1,0.0,7.456466231559759,604.9096340636354,2,0.3140122109220982,4.552875815566427,1936.2578336670763
ZTFjdpgexjv,51,1,0.0,7.456466231559759,229.69292095931962,1,0.0,7.456466231559759,808.5014357807936
ZTFjewlnybd,51,1,0.0,7.456466231559759,1381.1141998928913,3,0.37180053013771586,3.9397005197667605,2728.1509866472234
ZTFjfbacikg,51,2,0.18597669037315462,5.189847013523821,455.2829191073738,4,0.33610067734254373,4.382928205148629,2386.3211796640603
ZTFjfmzcoki,51,1,0.0,7.456466231559759,220.54069996849506,2,0.01562776344035824,6.798669059373373,310.93378670267543
ZTFjfoghtkz,51,2,0.25617046774026697,4.79626898290333,1283.2178464089473,4,0.33520917028955877,4.920644946281831,3456.2826197599497
ZTFjfrxnnpc,51,1,0.0,7.456466231559759,277.75540489915585,2,0.062275040749623055,6.142171384791897,384.74834724722183
ZTFjhkrcvqr,51,1,0.0,7.456466231559759,190.4406392940414,3,0.3549210645497673,5.373974778549017,4057.6347717767185
ZTFjhmrzdsj,51,1,0.0,7.456466231559759,538.5490731237085,1,0.0,7.456466231559759,410.0617465152996
ZTFjitzgdla,51,1,0.0,7.456466231559759,193.77528771977163,1,0.0,7.456466231559759,233.42361403804094
ZTFjjwnlxor,51,1,0.0,7.456466231559759,668.1162784055508,1,0.0,7.456466231559759,1078.6928264447638
ZTFjmjxwayp,51,3,0.28513561898022666,4.573234482730541,7416.536025305922,3,0.24809746934409244,5.321021753430547,19488.733232852304
ZTFjmkzqkmo,51,2,0.06659110092269692,6.108459502681453,385.95672063224987,3,0.07970518299736624,6.291239934188145,422.0053974709006
ZTFjmslxkli,51,1,0.0,7.456466231559759,2142.5533029340663,4,0.5849751325686586,2.7633301426603736,33471.474578697365
ZTFjnbfstnz,51,1,0.0,7.456466231559759,227.26800793668153,3,0.3154046680425707,4.504735390653609,1227.974633729026
ZTFjnqqjtyc,51,1,0.0,7.456466231559759,8003.684587481854,4,0.3467252475318474,4.148309730691773,2678.4762786242763
ZTFjnteinlh,51,2,0.20386198891053062,5.083358589948041,650.4203147611613,3,0.31747877829293325,4.2715697174415475,2771.4528949521336
ZTFjoetofyz,51,1,0.0,7.456466231559759,206.23861010070556,3,0.06692599711063972,6.124398131672775,281.7553795799553
ZTFjqgeyisl,51,3,0.45002407928541766,3.4051581483988493,3564.5001770465333,3,0.022741700613616776,6.696571451908895,6882.484729198381
ZTFjqzcfbfs,51,3,0.10822348707334854,5.611062628977514,438.59675240740023,4,0.06916050323628525,6.118788068284756,555.6893783264918
ZTFjsfyaipy,51,2,0.39207882780880265,4.363808173030438,10949.06556126105,4,0.38884855002845853,3.849026570932195,14503.213272321676
ZTFjsqjmttz,51,1,0.0,7.456466231559759,667.9968849731756,3,0.2860141174370795,5.052959663673346,2764.4105945225065
ZTFjtjmqmli,51,2,0.13096028519797687,5.552262578692663,560.3870538699897,3,0.3160900788498295,4.2502971727023295,1774.3682961069794
ZTFjuihvkdo,51,2,0.03299897530587013,6.499101897900417,260.61022807106497,1,0.0,7.456466231559759,169.94896684315017
ZTFjuikvcwy,51,1,0.0,7.456466231559759,162.49729421593403,1,0.0,7.456466231559759,254.85940016702205
ZTFjvccxbjb,51,1,0.0,7.456466231559759,242.04268168413338,2,0.00921329535537833,6.9502722932772185,244.29582154562016
ZTFjvlfjevr,51,1,0.0,7.456466231559759,360.4942411393282,2,0.2747421413983802,4.729131361072341,1464.7034189255742
ZTFjvvzacbx,51,2,0.2509648295077455,4.904440322225393,1118.9230358477917,3,0.26233472555359305,5.667881154711828,1515.96065899488
ZTFjvwrtuin,51,1,0.0,7.456466231559759,1305.798853868652,1,0.0,7.456466231559759,636.0500361932831
ZTFjwmykjrt,51,2,0.2820503138586442,4.6651271062461355,696.1045074332338,2,0.05270120419280417,6.2485026052284365,668.1985173464856
ZTFjybtzkqc,51,1,0.0,7.456466231559759,343.2789754388202,2,0.20380329326238752,5.117264457580891,621.0029333735317
ZTFjylxrsqt,51,2,5.6069225552296954e-05,7.417003304428202,293.19730184301534,1,0.0,7.456466231559759,421.4424916648041
ZTFkaibxjnz,51,1,0.0,7.456466231559759,427.9027854821276,1,0.0,7.456466231559759,841.6166275847277
ZTFkbfynqvu,51,3,0.35128181425891436,5.383847688702557,1386.012951615894,2,0.282583367568684,4.854248599870337,1741.8047967345924
ZTFkbjmuvld,51,3,0.5503070864339713,3.2228981219817348,11679.926581511876,3,0.3280633548959452,5.507663639280071,11674.13097628633
ZTFkbxmtxai,51,2,0.13965776635182792,5.492283650792653,878.4796668652143,2,0.056588805758725415,6.201977716835352,1156.4771367239339
ZTFkdhacpbu,51,1,0.0,7.456466231559759,191.1587778391494,3,0.3338218899345791,4.276557465260649,2410.292072013704
ZTFkdhrdjrl,51,1,0.0,7.456466231559759,221.9563981881649,1,0.0,7.456466231559759,259.1853522233815
ZTFkebjicyw,51,1,0.0,7.456466231559759,743.2696672942367,3,0.20338923186610647,5.107804358595421,683.5208176338916
ZTFkeduqwmc,51,1,0.0,7.456466231559759,596.4627527782816,2,0.14472196200463638,5.460114283866383,370.85694981554775
ZTFkezrmope,51,2,0.22952990147499228,4.942325858729563,804.8622643392321,3,0.3694365502019045,5.404341494653809,3049.8132744510895
ZTFkfhfwcwa,51,2,0.35817521619120335,4.342430499284107,1808.8323822243754,3,0.14047833625480666,5.39859790947864,955.401715056151
ZTFkfpduazz,51,2,0.20371971575789444,5.084186817993672,568.9757045726492,4,0.24895757998079862,4.786771131864647,2589.497322401214
ZTFkhaebzuk,51,2,0.4217503113675675,4.077346878108728,6103.191900167469,3,0.253513684411519,4.958299132670546,1010.5173074663295
ZTFkkelwvze,51,1,0.0,7.456466231559759,840.404907147098,3,0.24095396989898557,4.630686487603185,573.1558553150538
ZTFklbxvrro,51,1,0.0,7.456466231559759,262.8760114401066,2,0.1940661718236801,5.144695257791906,1011.0184640408645
ZTFkmpycjlf,51,2,0.005038058945389655,7.0872704382046345,374.11648978415604,3,0.3282279537984728,4.093014682670942,1220.7165546458111
ZTFkmzptnka,51,1,0.0,7.456466231559759,370.15358090569566,3,0.05655407113997027,6.495108927569387,686.1116583482943
ZTFknbntuyq,51,3,0.3446970098019466,4.496452936374272,2026.2821930377602,3,0.14196019799279744,5.877241459230401,4132.017972355442
ZTFknyxgtrc,51,2,0.21192712387698776,5.036871771661358,918.8838893457415,1,0.0,7.456466231559759,300.91465286753953
ZTFkoklehgg,51,1,0.0,7.456466231559759,173.85747856739036,2,0.14619838604911312,5.459111274538737,441.63583313480876
ZTFkooykrsd,51,2,0.05629247807727778,6.208023079463615,381.0172312912383,2,0.0006946068293404518,7.317568055997651,529.6874277381905
ZTFkptbmhkd,51,1,0.0,7.456466231559759,190.9072176044355,1,0.0,7.456466231559759,170.13219273701716
ZTFkqkcimjn,51,1,0.0,7.456466231559759,1110.9266425176293,4,0.4796996253850279,4.570173523619952,3361.529244327403
ZTFkqtdgxni,51,2,0.40244129593616257,4.224774574778518,3714.805440323383,4,0.5342422541447236,4.7405773337716965,6598.472058612671
ZTFkrueqzow,51,2,0.38972450641043344,4.4912090604178445,11916.81444006664,3,0.29708308410549283,5.843814572152871,17137.207482706854
ZTFkscmeati,51,1,0.0,7.456466231559759,207.87002385382704,1,0.0,7.456466231559759,293.8707002709071
ZTFksylzpzx,51,4,0.4087113666740043,3.545067041351296,11873.203852176146,4,0.4320772767047455,3.6420567028041297,10607.059630985528
ZTFktgyiqwa,51,2,0.05442524199610322,6.2277941808179245,4282.880450660061,3,0.3356948380455549,5.943390061527172,11273.611704296942
ZTFktprihsj,51,3,0.3924060861091988,3.663916050654087,1819.1819753742263,3,0.38016216382724144,3.73168103113709,963.7169505369978
ZTFkuldxjsm,51,3,0.4076040762527283,4.472573333898185,25739.121529928852,4,0.25392803729855323,5.466648992906321,15824.786049055963
